"Tree"	"Family"	"Genus"	"Species"	"TreePart"	"MoistWeight"	"MoistVol1"	"DryWeight"	"MoistVol2"	"Site"	"Worker"
"Ocot3"	"Lauraceae"	"Ocotea"	"Ocotea racemosa"	"br"	16	16	2.625	5.1	"Ivohibe"	"Zafyson"
"Ocot4"	"Lauraceae"	"Ocotea"	"Ocotea cymosa"	"tr.h"	38	41	3.806	7	"Ivohibe"	"Zafyson"
"Ocot4"	"Lauraceae"	"Ocotea"	"Ocotea cymosa"	"tr.m"	34	35	4.588	8.6	"Ivohibe"	"Zafyson"
"Ocot4"	"Lauraceae"	"Ocotea"	"Ocotea cymosa"	"tr.b"	48	51	5.565	10.3	"Ivohibe"	"Zafyson"
"Ocot4"	"Lauraceae"	"Ocotea"	"Ocotea cymosa"	"br"	39	41	6.154	10.7	"Ivohibe"	"Zafyson"
"Ocot5"	"Lauraceae"	"Ocotea"	"Ocotea racemosa"	"tr.h"	41	41	6.585	11.3	"Ivohibe"	"Zafyson"
"Ocot5"	"Lauraceae"	"Ocotea"	"Ocotea racemosa"	"tr.m"	43	41	6.262	10.9	"Ivohibe"	"Zafyson"
"Ocot5"	"Lauraceae"	"Ocotea"	"Ocotea racemosa"	"tr.b"	43	42	4.79	9.2	"Ivohibe"	"Zafyson"
"Ocot5"	"Lauraceae"	"Ocotea"	"Ocotea racemosa"	"br"	62	60	6.951	12.6	"Ivohibe"	"Zafyson"
"Ocot6"	"Lauraceae"	"Ocotea"	"Ocotea racemosa"	"tr.h"	43	41	5.594	10	"Ivohibe"	"Zafyson"
"Ocot6"	"Lauraceae"	"Ocotea"	"Ocotea racemosa"	"tr.m"	49	44	5.743	10.2	"Ivohibe"	"Zafyson"
"Ocot6"	"Lauraceae"	"Ocotea"	"Ocotea racemosa"	"tr.b"	62	57	8.08	13.9	"Ivohibe"	"Zafyson"
"Ocot6"	"Lauraceae"	"Ocotea"	"Ocotea racemosa"	"br"	47	44	5.708	10.1	"Ivohibe"	"Zafyson"
"Ocot7"	"Lauraceae"	"Ocotea"	"Ocotea cymosa"	"tr.h"	64	59	4.982	8.5	"Ivohibe"	"Zafyson"
"Ocot7"	"Lauraceae"	"Ocotea"	"Ocotea cymosa"	"tr.m"	69	66	4.077	7.3	"Ivohibe"	"Zafyson"
"Ocot7"	"Lauraceae"	"Ocotea"	"Ocotea cymosa"	"tr.b"	93	88	4.331	8.1	"Ivohibe"	"Zafyson"
"Ocot7"	"Lauraceae"	"Ocotea"	"Ocotea cymosa"	"br"	39	37	3.204	5.7	"Ivohibe"	"Zafyson"
"Ocot8"	"Lauraceae"	"Ocotea"	"Ocotea cymosa"	"tr.h"	50	51	4.95	9	"Ivohibe"	"Zafyson"
"Ocot8"	"Lauraceae"	"Ocotea"	"Ocotea cymosa"	"tr.m"	51	52	4.636	9	"Ivohibe"	"Zafyson"
"Ocot8"	"Lauraceae"	"Ocotea"	"Ocotea cymosa"	"tr.b"	47	46	4.551	8.4	"Ivohibe"	"Zafyson"
"Ocot8"	"Lauraceae"	"Ocotea"	"Ocotea cymosa"	"br"	49	52	3.205	6	"Ivohibe"	"Zafyson"
"Ocot9"	"Lauraceae"	"Ocotea"	"Ocotea cymosa"	"tr.h"	72	73	4.026	7.9	"Ivohibe"	"Zafyson"
"Ocot9"	"Lauraceae"	"Ocotea"	"Ocotea cymosa"	"tr.m"	76	72	5.236	9.1	"Ivohibe"	"Zafyson"
"Ocot9"	"Lauraceae"	"Ocotea"	"Ocotea cymosa"	"tr.b"	49	48	5.025	9.3	"Ivohibe"	"Zafyson"
"Ocot9"	"Lauraceae"	"Ocotea"	"Ocotea cymosa"	"br"	61	63	4.901	8.8	"Ivohibe"	"Zafyson"
"OCO7"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"br"	80	81.25	5.439	8.8	"Fandriana"	"Samuelson"
"OCO8"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"br"	29	32.95	7.18	14.6	"Fandriana"	"Samuelson"
"OCO2"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"br"	14	17.35	8.92	17.2	"Fandriana"	"Samuelson"
"OCO6"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"br"	26	28.65	3.53	6.1	"Fandriana"	"Samuelson"
"OCO4"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"br"	61	70.55	19.642	32.5	"Fandriana"	"Samuelson"
"OCO1"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"br"	26	30.85	4.031	6.8	"Fandriana"	"Samuelson"
"OCO3"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"br"	22	27.75	4.069	7.7	"Fandriana"	"Samuelson"
"OCO9"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"br"	35	39.05	7.014	11.5	"Fandriana"	"Samuelson"
"OCO5"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"br"	16	19.25	11.344	18.6	"Fandriana"	"Samuelson"
"OCO6"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"tr.b"	90	78.45	9.411	13.7	"Fandriana"	"Samuelson"
"OCO7"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"tr.b"	156	138.35	18.198	25.8	"Fandriana"	"Samuelson"
"OCO3"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"tr.b"	126	149.65	32.761	58.9	"Fandriana"	"Samuelson"
"OCO5"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"tr.b"	76	83.95	29.561	46.3	"Fandriana"	"Samuelson"
"OCO9"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"tr.b"	128	139.05	18.814	28.7	"Fandriana"	"Samuelson"
"OCO8"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"tr.b"	113	134.65	28.78	41.2	"Fandriana"	"Samuelson"
"OCO1"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"tr.b"	125	151.65	35.319	56.4	"Fandriana"	"Samuelson"
"OCO4"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"tr.b"	327	355.45	35.409	53.8	"Fandriana"	"Samuelson"
"OCO2"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"tr.b"	141	168.25	10.11	16.3	"Fandriana"	"Samuelson"
"OCO7"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"tr.m"	116	115.45	17.41	27.8	"Fandriana"	"Samuelson"
"OCO3"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"tr.m"	84	102.15	19.738	38.4	"Fandriana"	"Samuelson"
"OCO6"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"tr.m"	85	82.55	11.415	16.4	"Fandriana"	"Samuelson"
"OCO2"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"tr.m"	66	79.25	4.855	9.5	"Fandriana"	"Samuelson"
"OCO4"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"tr.m"	143	161.45	42.368	66.9	"Fandriana"	"Samuelson"
"OCO9"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"tr.m"	79	88.35	31.865	51.2	"Fandriana"	"Samuelson"
"OCO5"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"tr.m"	68	68.45	25.19	34.9	"Fandriana"	"Samuelson"
"OCO1"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"tr.m"	79	103.55	29.028	53.2	"Fandriana"	"Samuelson"
"OCO8"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"tr.m"	76	97.15	28.593	49.3	"Fandriana"	"Samuelson"
"OCO6"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"tr.h"	38	31.85	5.491	7.9	"Fandriana"	"Samuelson"
"OCO7"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"tr.h"	142	137.95	16.664	24.9	"Fandriana"	"Samuelson"
"OCO8"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"tr.h"	61	72.25	20.203	39.5	"Fandriana"	"Samuelson"
"OCO2"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"tr.h"	55	62.05	6.436	12	"Fandriana"	"Samuelson"
"OCO3"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"tr.h"	55	69.55	8.556	16.5	"Fandriana"	"Samuelson"
"OCO9"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"tr.h"	72	80.65	31.381	50.1	"Fandriana"	"Samuelson"
"OCO5"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"tr.h"	36	40.65	24.843	33.1	"Fandriana"	"Samuelson"
"OCO4"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"tr.h"	47	53.15	19.836	33.5	"Fandriana"	"Samuelson"
"OCO1"	"Lauraceae"	"Ocotea"	"Ocotea sp."	"tr.h"	41	49.25	9.807	16.2	"Fandriana"	"Samuelson"
"Ast1"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"br"	391	323.3	10.78	14	"Bealanana"	"Hasina"
"Ast1"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"tr.b"	481	401.7	18.25	22.5	"Bealanana"	"Hasina"
"Ast1"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"tr.h"	360	308.4	17.19	21.9	"Bealanana"	"Hasina"
"Ast1"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"tr.m"	404	344.8	16.07	19.5	"Bealanana"	"Hasina"
"Ast2"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"br"	224	181.7	9.58	12.1	"Bealanana"	"Hasina"
"Ast2"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"tr.b"	472	386.85		29.2	"Bealanana"	"Hasina"
"Ast2"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"tr.h"	334	270.6	14.31	16.6	"Bealanana"	"Hasina"
"Ast2"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"tr.m"	368	294.65	20.58	22.4	"Bealanana"	"Hasina"
"Ast3"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"br"	305	245.2	11.56	13.4	"Bealanana"	"Hasina"
"Ast3"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"tr.b"	356	295.6	14.14	18.5	"Bealanana"	"Hasina"
"Ast3"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"tr.h"	320	272	13.08	16.3	"Bealanana"	"Hasina"
"Ast3"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"tr.m"	352	286.6	18.12	21.6	"Bealanana"	"Hasina"
"Ast4"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"br"	263	219.1	10.13	13.1	"Bealanana"	"Hasina"
"Ast4"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"tr.b"	274	242.1	12.62	16.1	"Bealanana"	"Hasina"
"Ast4"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"tr.h"	331	278.3	14.29	17.8	"Bealanana"	"Hasina"
"Ast4"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"tr.m"	334	288.05	17.83	21.9	"Bealanana"	"Hasina"
"Ast5"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"br"	335	282.4	12.91	16.5	"Bealanana"	"Hasina"
"Ast5"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"tr.b"	325	271.9	12.99	18.4	"Bealanana"	"Hasina"
"Ast5"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"tr.h"	371	313.5	15.7	20.3	"Bealanana"	"Hasina"
"Ast5"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"tr.m"	301	260.2	13.18	19.4	"Bealanana"	"Hasina"
"Ast6"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"br"	320	259.7	13.56	16.1	"Bealanana"	"Hasina"
"Ast6"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"tr.b"	442	362.9	17.67	21.7	"Bealanana"	"Hasina"
"Ast6"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"tr.h"	372	302.4	15.77	19.5	"Bealanana"	"Hasina"
"Ast6"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"tr.m"	317	259.5	12.88	14.6	"Bealanana"	"Hasina"
"Ast7"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"br"	341	276.5	15.58	19.7	"Bealanana"	"Hasina"
"Ast7"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"tr.b"	431	356.9	17.16	23.6	"Bealanana"	"Hasina"
"Ast7"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"tr.h"	421	353.6	16.6	21.3	"Bealanana"	"Hasina"
"Ast7"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"tr.m"	402	334.9	14.17	17.8	"Bealanana"	"Hasina"
"Ast8"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"br"	527	425.8	18.28	21	"Bealanana"	"Hasina"
"Ast8"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"tr.b"	441	368.3	15.03	18.8	"Bealanana"	"Hasina"
"Ast8"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"tr.h"	352	288.5	18.73	23.4	"Bealanana"	"Hasina"
"Ast8"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"tr.m"	486	404.15	12.74	18	"Bealanana"	"Hasina"
"Ast9"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"br"	498	402	18.6	22.3	"Bealanana"	"Hasina"
"Ast9"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"tr.b"	384	314.7	15.16	18.1	"Bealanana"	"Hasina"
"Ast9"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"tr.h"	445	358.8	16.98	20.3	"Bealanana"	"Hasina"
"Ast9"	"Loganiaceae"	"Anthocleista"	"Anthocleista madagascariensis"	"tr.m"	387	314.75	17.49	20.7	"Bealanana"	"Hasina"
"L1"	"Loganiaceae"	"Strychnos"	"Strychnos madagascariensis"	"br"	15.687	14.6	9.85	14.6	"Fort-Dauphin-Dry"	"Sarobidy"
"L1"	"Loganiaceae"	"Strychnos"	"Strychnos madagascariensis"	"b"	32.969	31	20.951	31	"Fort-Dauphin-Dry"	"Sarobidy"
"L1"	"Loganiaceae"	"Strychnos"	"Strychnos madagascariensis"	"m"	16.926	16.2	10.628	16.2	"Fort-Dauphin-Dry"	"Sarobidy"
"L1"	"Loganiaceae"	"Strychnos"	"Strychnos madagascariensis"	"h"	13.756	12.8	8.504	12.8	"Fort-Dauphin-Dry"	"Sarobidy"
"L2"	"Loganiaceae"	"Strychnos"	"Strychnos madagascariensis"	"br"	14.854	13.6	8.85	13.6	"Fort-Dauphin-Dry"	"Sarobidy"
"L2"	"Loganiaceae"	"Strychnos"	"Strychnos madagascariensis"	"b"	26.161	25.9	17.178	25.9	"Fort-Dauphin-Dry"	"Sarobidy"
"L2"	"Loganiaceae"	"Strychnos"	"Strychnos madagascariensis"	"m"	21.74	21.4	13.912	21.4	"Fort-Dauphin-Dry"	"Sarobidy"
"L2"	"Loganiaceae"	"Strychnos"	"Strychnos madagascariensis"	"h"	16.02	15.8	10.326	15.8	"Fort-Dauphin-Dry"	"Sarobidy"
"L3"	"Loganiaceae"	"Strychnos"	"Strychnos madagascariensis"	"br"	13.95	12.8	8.576	12.8	"Fort-Dauphin-Dry"	"Sarobidy"
"L3"	"Loganiaceae"	"Strychnos"	"Strychnos madagascariensis"	"b"	13.566	12.8	9.15	12.8	"Fort-Dauphin-Dry"	"Sarobidy"
"L3"	"Loganiaceae"	"Strychnos"	"Strychnos madagascariensis"	"m"	10.057	9.8	6.581	9.8	"Fort-Dauphin-Dry"	"Sarobidy"
"L3"	"Loganiaceae"	"Strychnos"	"Strychnos madagascariensis"	"h"	11.197	10.6	7.246	10.6	"Fort-Dauphin-Dry"	"Sarobidy"
"L4"	"Loganiaceae"	"Strychnos"	"Strychnos madagascariensis"	"br"	16.055	14.6	10.28	14.6	"Fort-Dauphin-Dry"	"Sarobidy"
"L4"	"Loganiaceae"	"Strychnos"	"Strychnos madagascariensis"	"b"	16.404	15.8	10.953	15.8	"Fort-Dauphin-Dry"	"Sarobidy"
"L4"	"Loganiaceae"	"Strychnos"	"Strychnos madagascariensis"	"m"	10.936	9.6	6.41	9.6	"Fort-Dauphin-Dry"	"Sarobidy"
"L4"	"Loganiaceae"	"Strychnos"	"Strychnos madagascariensis"	"h"	9.783	10.8	7.336	10.8	"Fort-Dauphin-Dry"	"Sarobidy"
"L5"	"Loganiaceae"	"Strychnos"	"Strychnos decussata"	"br"	18.21	15.5	12.645	15.5	"Fort-Dauphin-Dry"	"Sarobidy"
"L5"	"Loganiaceae"	"Strychnos"	"Strychnos decussata"	"b"	17.973	8.1	12.39	8.1	"Fort-Dauphin-Dry"	"Sarobidy"
"L5"	"Loganiaceae"	"Strychnos"	"Strychnos decussata"	"m"	9.029	15.5	6.187	15.5	"Fort-Dauphin-Dry"	"Sarobidy"
"L5"	"Loganiaceae"	"Strychnos"	"Strychnos decussata"	"h"	11.837	10.7	8.612	10.7	"Fort-Dauphin-Dry"	"Sarobidy"
"L6"	"Loganiaceae"	"Strychnos"	"Strychnos madagascariensis"	"br"	11.395	14.3	10.408	14.3	"Fort-Dauphin-Dry"	"Sarobidy"
"L6"	"Loganiaceae"	"Strychnos"	"Strychnos madagascariensis"	"b"	14.548	13.6	9.3	13.6	"Fort-Dauphin-Dry"	"Sarobidy"
"L6"	"Loganiaceae"	"Strychnos"	"Strychnos madagascariensis"	"m"	9.537	8.8	6.288	8.8	"Fort-Dauphin-Dry"	"Sarobidy"
"L6"	"Loganiaceae"	"Strychnos"	"Strychnos madagascariensis"	"h"	6.698	6	4.282	6	"Fort-Dauphin-Dry"	"Sarobidy"
"L7"	"Loganiaceae"	"Strychnos"	"Strychnos madagascariensis"	"br"	13.842	12.4	9.046	12.4	"Fort-Dauphin-Dry"	"Sarobidy"
"L7"	"Loganiaceae"	"Strychnos"	"Strychnos madagascariensis"	"b"	13.895	13.4	9.321	13.4	"Fort-Dauphin-Dry"	"Sarobidy"
"L7"	"Loganiaceae"	"Strychnos"	"Strychnos madagascariensis"	"m"	13.682	13.3	9.91	13.3	"Fort-Dauphin-Dry"	"Sarobidy"
"L7"	"Loganiaceae"	"Strychnos"	"Strychnos madagascariensis"	"h"	10.918	10.4	7	10.4	"Fort-Dauphin-Dry"	"Sarobidy"
"L8"	"Loganiaceae"	"Strychnos"	"Strychnos decussata"	"br"	13.614	11.8	9.013	11.8	"Fort-Dauphin-Dry"	"Sarobidy"
"L8"	"Loganiaceae"	"Strychnos"	"Strychnos decussata"	"b"	12.277	10.7	8.392	10.7	"Fort-Dauphin-Dry"	"Sarobidy"
"L8"	"Loganiaceae"	"Strychnos"	"Strychnos decussata"	"m"	14.588	13.1	9.026	13.1	"Fort-Dauphin-Dry"	"Sarobidy"
"L8"	"Loganiaceae"	"Strychnos"	"Strychnos decussata"	"h"	15.644	13.6	12.619	13.6	"Fort-Dauphin-Dry"	"Sarobidy"
"L9"	"Loganiaceae"	"Strychnos"	"Strychnos madagascariensis"	"br"	14.411	11.9	9.751	11.9	"Fort-Dauphin-Dry"	"Sarobidy"
"L9"	"Loganiaceae"	"Strychnos"	"Strychnos madagascariensis"	"b"	23.613	20	16.709	20	"Fort-Dauphin-Dry"	"Sarobidy"
"L9"	"Loganiaceae"	"Strychnos"	"Strychnos madagascariensis"	"m"	30.361	24.9	21.482	24.9	"Fort-Dauphin-Dry"	"Sarobidy"
"L9"	"Loganiaceae"	"Strychnos"	"Strychnos madagascariensis"	"h"	24.978	21.2	17.608	21.2	"Fort-Dauphin-Dry"	"Sarobidy"
"Grew4"	"Malvaceae"	"Dombeya"	"Dombeya sp1"	"tr.h"	64	112	2.82	9.9	"Ivohibe"	"Zafyson"
"Grew4"	"Malvaceae"	"Dombeya"	"Dombeya sp1"	"tr.m"	76	140	2.551	10	"Ivohibe"	"Zafyson"
"Grew4"	"Malvaceae"	"Dombeya"	"Dombeya sp1"	"tr.b"	75	143	2.119	7.6	"Ivohibe"	"Zafyson"
"Grew4"	"Malvaceae"	"Dombeya"	"Dombeya sp1"	"br"	48	90	3.696	12.5	"Ivohibe"	"Zafyson"
"Grew5"	"Malvaceae"	"Dombeya"	"Dombeya sp2"	"tr.h"	72	142	1.553	6.3	"Ivohibe"	"Zafyson"
"Grew5"	"Malvaceae"	"Dombeya"	"Dombeya sp2"	"tr.m"	60	119	2.022	6.9	"Ivohibe"	"Zafyson"
"Grew5"	"Malvaceae"	"Dombeya"	"Dombeya sp2"	"tr.b"	81	156	2.259	9.1	"Ivohibe"	"Zafyson"
"Grew5"	"Malvaceae"	"Dombeya"	"Dombeya sp2"	"br"	57	113	1.434	5.5	"Ivohibe"	"Zafyson"
"Grew6"	"Malvaceae"	"Dombeya"	"Dombeya sp2"	"tr.h"	28	56	3.406	12.3	"Ivohibe"	"Zafyson"
"Grew6"	"Malvaceae"	"Dombeya"	"Dombeya sp2"	"tr.m"	31	58	1.716	6.1	"Ivohibe"	"Zafyson"
"Grew6"	"Malvaceae"	"Dombeya"	"Dombeya sp2"	"tr.b"	47	95	2.103	7.8	"Ivohibe"	"Zafyson"
"Grew6"	"Malvaceae"	"Dombeya"	"Dombeya sp2"	"br"	18	33	2.347	8.5	"Ivohibe"	"Zafyson"
"Grew7"	"Malvaceae"	"Dombeya"	"Dombeya sp2"	"tr.h"	46	82	2.2	7.5	"Ivohibe"	"Zafyson"
"Grew7"	"Malvaceae"	"Dombeya"	"Dombeya sp2"	"tr.m"	39	79	2.632	10.6	"Ivohibe"	"Zafyson"
"Grew7"	"Malvaceae"	"Dombeya"	"Dombeya sp2"	"tr.b"	49	106	3.27	13	"Ivohibe"	"Zafyson"
"Grew7"	"Malvaceae"	"Dombeya"	"Dombeya sp2"	"br"	36	70	2.011	8.1	"Ivohibe"	"Zafyson"
"Grew8"	"Malvaceae"	"Dombeya"	"Dombeya sp1"	"tr.h"	52	101	3.712	13.8	"Ivohibe"	"Zafyson"
"Grew8"	"Malvaceae"	"Dombeya"	"Dombeya sp1"	"tr.m"	37	77	3.365	12.7	"Ivohibe"	"Zafyson"
"Grew8"	"Malvaceae"	"Dombeya"	"Dombeya sp1"	"tr.b"	59	118	3.429	13.3	"Ivohibe"	"Zafyson"
"Grew8"	"Malvaceae"	"Dombeya"	"Dombeya sp1"	"br"	28	55	2.926	11.9	"Ivohibe"	"Zafyson"
"Grew9"	"Malvaceae"	"Dombeya"	"Dombeya sp1"	"tr.h"	53	102	4.816	14.9	"Ivohibe"	"Zafyson"
"Grew9"	"Malvaceae"	"Dombeya"	"Dombeya sp1"	"tr.m"	54	105	3.374	12.8	"Ivohibe"	"Zafyson"
"Grew9"	"Malvaceae"	"Dombeya"	"Dombeya sp1"	"tr.b"	45	87	3.705	13.7	"Ivohibe"	"Zafyson"
"Grew9"	"Malvaceae"	"Dombeya"	"Dombeya sp1"	"br"	49	90	4.54	14	"Ivohibe"	"Zafyson"
"G1"	"Malvaceae"	"Grewia"	"Grewia sp."	"br"	21.579	21.1	13.568	21.1	"Fort-Dauphin-Dry"	"Sarobidy"
"G1"	"Malvaceae"	"Grewia"	"Grewia sp."	"b"	27.177	23.6	18.479	23.6	"Fort-Dauphin-Dry"	"Sarobidy"
"G1"	"Malvaceae"	"Grewia"	"Grewia sp."	"m"	22.084	20.9	14.915	20.9	"Fort-Dauphin-Dry"	"Sarobidy"
"G1"	"Malvaceae"	"Grewia"	"Grewia sp."	"h"	19.979	18.3	12.875	18.3	"Fort-Dauphin-Dry"	"Sarobidy"
"G2"	"Malvaceae"	"Grewia"	"Grewia sp."	"br"	11.038	11.4	6.43	11.4	"Fort-Dauphin-Dry"	"Sarobidy"
"G2"	"Malvaceae"	"Grewia"	"Grewia sp."	"b"	22.17	23	14.487	23	"Fort-Dauphin-Dry"	"Sarobidy"
"G2"	"Malvaceae"	"Grewia"	"Grewia sp."	"m"	15.189	16.2	9.3	16.2	"Fort-Dauphin-Dry"	"Sarobidy"
"G2"	"Malvaceae"	"Grewia"	"Grewia sp."	"h"	11.547	12.1	6.863	12.1	"Fort-Dauphin-Dry"	"Sarobidy"
"G3"	"Malvaceae"	"Grewia"	"Grewia sp."	"br"	12.173	12.6	7.39	12.6	"Fort-Dauphin-Dry"	"Sarobidy"
"G3"	"Malvaceae"	"Grewia"	"Grewia sp."	"b"	27.872	26.8	17.59	26.8	"Fort-Dauphin-Dry"	"Sarobidy"
"G3"	"Malvaceae"	"Grewia"	"Grewia sp."	"m"	14.956	16.3	9.456	16.3	"Fort-Dauphin-Dry"	"Sarobidy"
"G3"	"Malvaceae"	"Grewia"	"Grewia sp."	"h"	12.702	13.5	7.911	13.5	"Fort-Dauphin-Dry"	"Sarobidy"
"G4"	"Malvaceae"	"Grewia"	"Grewia sp."	"br"	12.129	11.9	6.495	11.9	"Fort-Dauphin-Dry"	"Sarobidy"
"G4"	"Malvaceae"	"Grewia"	"Grewia sp."	"b"	7.793	7.4	7.305	7.4	"Fort-Dauphin-Dry"	"Sarobidy"
"G4"	"Malvaceae"	"Grewia"	"Grewia sp."	"m"	7.543	8.3	5.556	8.3	"Fort-Dauphin-Dry"	"Sarobidy"
"G4"	"Malvaceae"	"Grewia"	"Grewia sp."	"h"	5.631	6	4.173	6	"Fort-Dauphin-Dry"	"Sarobidy"
"G5"	"Malvaceae"	"Grewia"	"Grewia sp."	"br"	9.946	10.5	6.322	10.5	"Fort-Dauphin-Dry"	"Sarobidy"
"G5"	"Malvaceae"	"Grewia"	"Grewia sp."	"b"	10.979	9.3	8.205	9.3	"Fort-Dauphin-Dry"	"Sarobidy"
"G5"	"Malvaceae"	"Grewia"	"Grewia sp."	"m"	9.905	9.7	6.975	9.7	"Fort-Dauphin-Dry"	"Sarobidy"
"G5"	"Malvaceae"	"Grewia"	"Grewia sp."	"h"	5.758	5.4	4.011	5.4	"Fort-Dauphin-Dry"	"Sarobidy"
"G6"	"Malvaceae"	"Grewia"	"Grewia sp."	"br"	5.792	6.3	2.032	6.3	"Fort-Dauphin-Dry"	"Sarobidy"
"G6"	"Malvaceae"	"Grewia"	"Grewia sp."	"b"	7.959	8.2	5.47	8.2	"Fort-Dauphin-Dry"	"Sarobidy"
"G6"	"Malvaceae"	"Grewia"	"Grewia sp."	"m"	6.024	6.8	4.251	6.8	"Fort-Dauphin-Dry"	"Sarobidy"
"G6"	"Malvaceae"	"Grewia"	"Grewia sp."	"h"	8.213	9.7	5.711	9.7	"Fort-Dauphin-Dry"	"Sarobidy"
"G7"	"Malvaceae"	"Grewia"	"Grewia sp."	"br"	8.556	8.3	5.153	8.3	"Fort-Dauphin-Dry"	"Sarobidy"
"G7"	"Malvaceae"	"Grewia"	"Grewia sp."	"b"	14.996	13.3	11.521	13.3	"Fort-Dauphin-Dry"	"Sarobidy"
"G7"	"Malvaceae"	"Grewia"	"Grewia sp."	"m"	12.663	11.3	9.398	11.3	"Fort-Dauphin-Dry"	"Sarobidy"
"G7"	"Malvaceae"	"Grewia"	"Grewia sp."	"h"	11.904	10.8	9.09	10.8	"Fort-Dauphin-Dry"	"Sarobidy"
"G8"	"Malvaceae"	"Grewia"	"Grewia sp."	"br"	12.09	11.9	8.12	11.9	"Fort-Dauphin-Dry"	"Sarobidy"
"G8"	"Malvaceae"	"Grewia"	"Grewia sp."	"b"	15.439	12.8	11.571	12.8	"Fort-Dauphin-Dry"	"Sarobidy"
